Person_ID,split,cv_fold
P04061,development,3
P04062,holdout,-1
P04063,development,2
P04064,development,2
P04065,development,2
P04066,development,1
P04067,development,0
P04068,development,1
P04069,holdout,-1
P04070,development,4
P04071,development,2
P04072,holdout,-1
P04073,development,4
P04074,development,3
P04075,development,4
P04076,development,3
P04077,development,2
P04078,development,3
P04079,development,2
P04080,development,4
P04081,development,3
P04082,development,4
P04083,development,4
P04084,development,4
P04085,development,0
P04086,development,4
P04087,holdout,-1
P04088,development,2
P04089,development,2
P04090,development,0
P04091,development,0
P04092,development,0
P04093,holdout,-1
P04094,development,1
P04095,development,0
P04096,development,0
P04097,development,4
P04098,holdout,-1
P04099,holdout,-1
P04100,development,1
P04101,development,4
P04102,development,2
P04103,development,2
P04104,development,1
P04105,development,1
P04106,development,1
P04107,development,0
P04108,development,2
P04109,holdout,-1
P04110,development,0
P04111,holdout,-1
P04112,development,4
P04113,development,4
P04114,development,1
P04115,holdout,-1
P04116,development,4
P04117,development,4
P04118,holdout,-1
P04119,development,4
P04120,development,1
P04121,development,0
P04122,development,4
P04123,development,1
P04124,development,1
P04125,development,1
P04126,development,2
P04127,development,2
P04128,holdout,-1
P04129,development,0
P04130,holdout,-1
P04131,holdout,-1
P04132,development,4
P04133,development,0
P04134,development,2
P04135,development,2
P04136,development,2
P04137,development,4
P04138,development,1
P04139,development,3
P04140,development,3
P04141,development,3
P04142,development,0
P04143,development,4
P04144,development,4
P04145,development,1
P04146,holdout,-1
P04147,development,1
P04148,development,2
P04149,development,2
P04150,holdout,-1
P04151,development,3
P04152,development,1
P04153,development,0
P04154,development,1
P04155,development,3
P04156,holdout,-1
P04157,holdout,-1
P04158,development,1
P04159,development,1
P04160,development,1
P04161,development,0
P04162,development,2
P04163,development,3
P04164,holdout,-1
P04165,development,3
P04166,development,0
P04167,development,1
P04168,holdout,-1
P04169,development,4
P04170,development,0
P04171,holdout,-1
P04172,holdout,-1
P04173,holdout,-1
P04174,holdout,-1
P04175,development,3
P04176,development,1
P04177,development,2
P04178,holdout,-1
P04179,holdout,-1
P04180,holdout,-1
P04181,development,0
P04182,development,0
P04183,development,2
P04184,development,4
P04185,development,2
P04186,development,0
P04187,holdout,-1
P04188,development,2
P04189,development,4
P04190,development,0
P04191,holdout,-1
P04192,development,2
P04193,development,4
P04194,development,4
P04195,development,3
P04196,holdout,-1
P04197,development,0
P04198,holdout,-1
P04199,development,1
P04200,development,1
P04201,holdout,-1
P04202,holdout,-1
P04203,development,4
P04204,development,2
P04205,development,0
P04206,development,3
P04207,development,1
P04208,development,2
P04209,development,3
P04210,holdout,-1
P04211,development,4
P04212,development,2
P04213,development,3
P04214,development,3
P04215,development,4
P04216,development,3
P04217,development,2
P04218,development,1
P04219,development,1
P04220,holdout,-1
P04221,development,4
P04222,development,4
P04223,development,0
P04224,development,0
P04225,development,0
P04226,development,0
P04227,development,2
P04228,development,3
P04229,holdout,-1
P04230,development,2
P04231,development,4
P04232,development,4
P04233,development,0
P04234,development,4
P04235,holdout,-1
P04236,development,1
P04237,development,4
P04238,development,1
P04239,development,3
P04240,development,4
P04241,development,0
P04242,development,4
P04243,development,4
P04244,development,2
P04245,development,4
P04246,development,3
P04247,development,4
P04248,holdout,-1
P04249,holdout,-1
P04250,development,1
P04251,development,3
P04252,development,4
P04253,holdout,-1
P04254,development,4
P04255,holdout,-1
P04256,development,2
P04257,development,0
P04258,development,3
P04259,development,2
P04260,development,4
P04261,development,1
P04262,development,3
P04263,development,4
P04264,development,1
P04265,holdout,-1
P04266,development,0
P04267,development,1
P04268,development,3
P04269,development,2
P04270,development,2
P04271,development,0
P04272,development,4
P04273,development,1
P04274,development,1
P04275,holdout,-1
P04276,development,3
P04277,development,2
P04278,development,3
P04279,development,1
P04280,development,4
P04281,development,2
P04282,development,1
P04283,holdout,-1
P04284,development,3
P04285,development,4
P04286,development,3
P04287,development,1
P04288,development,2
P04289,development,0
P04290,development,2
P04291,holdout,-1
P04292,development,2
P04293,holdout,-1
P04294,development,3
P04295,development,3
P04296,development,0
P04297,development,2
P04298,development,1
P04299,development,3
P04300,development,4
P04301,holdout,-1
P04302,development,1
P04303,development,4
P04304,development,1
P04305,development,0
P04306,development,1
P04307,holdout,-1
P04308,development,1
P04309,development,3
P04310,holdout,-1
P04311,development,2
P04312,holdout,-1
P04313,development,2
P04314,development,4
P04315,development,1
P04316,development,1
P04317,development,2
P04318,development,1
P04319,holdout,-1
P04320,development,1
P04321,development,0
P04322,development,1
P04323,development,0
P04324,holdout,-1
P04325,development,0
P04326,development,4
P04327,development,3
P04328,development,2
P04329,development,2
P04330,holdout,-1
P04331,development,0
P04332,development,2
P04333,holdout,-1
P04334,development,4
P04335,holdout,-1
P04336,development,3
P04337,holdout,-1
P04338,development,3
P04339,development,0
P04340,holdout,-1
P04341,holdout,-1
P04342,holdout,-1
P04343,development,3
P04344,development,1
P04345,development,1
P04346,development,3
P04347,development,0
P04348,development,3
P04349,holdout,-1
P04350,holdout,-1
P04351,holdout,-1
P04352,holdout,-1
P04353,holdout,-1
P04354,holdout,-1
P04355,development,3
P04356,development,4
P04357,holdout,-1
P04358,holdout,-1
P04359,development,0
P04360,development,1
P04361,development,3
P04362,development,3
P04363,development,1
P04364,development,4
P04365,development,4
P04366,development,1
P04367,development,2
P04368,development,0
P04369,development,0
P04370,development,3
P04371,development,3
P04372,development,0
P04373,development,2
P04374,development,1
P04375,development,0
P04376,development,4
P04377,holdout,-1
P04378,development,0
P04379,development,2
P04380,development,1
P04381,development,0
P04382,development,0
P04383,development,3
P04384,development,0
P04385,holdout,-1
P04386,development,0
P04387,development,1
P04388,development,1
P04389,development,4
P04390,development,4
P04391,holdout,-1
P04392,development,3
P04393,development,3
P04394,development,3
P04395,development,4
P04396,holdout,-1
P04397,development,2
P04398,development,4
P04399,development,2
P04400,development,1
P04401,development,3
P04402,development,0
P04403,development,4
P04404,development,4
P04405,development,2
P04406,holdout,-1
P04407,development,1
P04408,development,3
P04409,development,0
P04410,development,3
P04411,development,4
P04412,holdout,-1
P04413,development,2
P04414,holdout,-1
P04415,development,2
P04416,development,1
P04417,development,3
P04418,development,1
P04419,development,3
P04420,development,0
P04421,development,2
P04422,development,2
P04423,development,4
P04424,holdout,-1
P04425,development,4
P04426,development,2
P04427,holdout,-1
P04428,development,3
P04429,development,1
P04430,development,1
P04431,development,4
P04432,development,4
P04433,development,3
P04434,development,1
P04435,development,0
P04436,development,2
P04437,development,1
P04438,development,2
P04439,development,0
P04440,holdout,-1
P04441,development,3
P04442,development,3
P04443,holdout,-1
P04444,holdout,-1
P04445,development,1
P04446,development,3
P04447,development,4
P04448,development,2
P04449,development,2
P04450,development,0
P04451,development,0
P04452,development,2
P04453,development,4
P04454,development,3
P04455,development,3
P04456,development,4
P04457,development,4
P04458,development,1
P04459,holdout,-1
P04460,development,2
P04461,development,3
P04462,development,3
P04463,development,3
P04464,development,1
P04465,development,3
P04466,development,0
P04467,holdout,-1
P04468,development,1
P04469,development,3
P04470,holdout,-1
P04471,development,2
P04472,holdout,-1
P04473,development,2
P04474,holdout,-1
P04475,development,3
P04476,development,3
P04477,holdout,-1
P04478,holdout,-1
P04479,development,2
P04480,development,4
P04481,development,1
P04482,development,1
P04483,development,0
P04484,development,1
P04485,development,3
P04486,holdout,-1
P04487,development,2
P04488,development,2
P04489,development,1
P04490,development,2
P04491,development,0
P04492,development,1
P04493,development,4
P04494,holdout,-1
P04495,development,1
P04496,holdout,-1
P04497,holdout,-1
P04498,development,3
P04499,development,4
P04500,development,0
P04501,holdout,-1
P04502,development,2
P04503,development,1
P04504,holdout,-1
P04505,development,0
P04506,holdout,-1
P04507,holdout,-1
P04508,development,0
P04509,holdout,-1
P04510,development,1
P04511,development,2
P04512,holdout,-1
P04513,development,4
P04514,development,4
P04515,development,2
P04516,development,1
P04517,development,1
P04518,development,3
P04519,development,2
P04520,development,4
P04521,development,4
P04522,development,0
P04523,development,4
P04524,development,4
P04525,holdout,-1
P04526,development,1
P04527,holdout,-1
P04528,development,0
P04529,development,0
P04530,development,2
P04531,development,0
P04532,development,1
P04533,development,0
P04534,development,2
P04535,development,0
P04536,holdout,-1
P04537,holdout,-1
P04538,development,0
P04539,development,0
P04540,holdout,-1
P04541,development,1
P04542,development,3
P04543,development,0
P04544,development,2
P04545,development,2
P04546,holdout,-1
P04547,holdout,-1
P04548,development,2
P04549,development,1
P04550,development,2
P04551,development,0
P04552,development,1
P04553,development,3
P04554,development,2
P04555,development,4
P04556,development,0
P04557,development,4
P04558,development,1
P04559,development,4
P04560,development,3
P04561,development,1
P04562,development,0
P04563,development,1
P04564,development,3
P04565,development,4
P04566,development,3
P04567,holdout,-1
P04568,development,4
P04569,holdout,-1
P04570,development,4
P04571,development,1
P04572,development,2
P04573,development,2
P04574,development,3
P04575,development,2
P04576,development,3
P04577,development,2
P04578,holdout,-1
P04579,development,1
P04580,development,3
P04581,development,1
P04582,development,3
P04583,development,1
P04584,development,1
P04585,development,1
P04586,holdout,-1
P04587,development,4
P04588,development,2
P04589,development,0
P04590,development,3
P04591,development,0
P04592,development,2
P04593,holdout,-1
P04594,development,2
P04595,development,3
P04596,development,3
P04597,holdout,-1
P04598,development,4
P04599,development,4
P04600,development,4
P04601,development,1
P04602,development,4
P04603,holdout,-1
P04604,holdout,-1
P04605,development,0
P04606,holdout,-1
P04607,development,3
P04608,development,1
P04609,development,4
P04610,development,3
P04611,development,4
P04612,development,3
P04613,development,1
P04614,development,4
P04615,development,1
P04616,holdout,-1
P04617,development,3
P04618,development,1
P04619,development,3
P04620,holdout,-1
P04621,development,3
P04622,development,3
P04623,holdout,-1
P04624,holdout,-1
P04625,development,3
P04626,holdout,-1
P04627,development,0
P04628,development,2
P04629,holdout,-1
P04630,development,4
P04631,development,0
P04632,development,2
P04633,development,1
P04634,development,4
P04635,development,0
P04636,development,1
P04637,development,2
P04638,development,3
P04639,development,4
